order_id,product_id,quantity,price_per_unit
402,25,3,353.26
403,1,2,255.03
403,94,1,214.02
403,70,3,142.92
403,33,3,295.87
403,47,4,331.91
404,45,2,481.4
404,32,2,98.63
404,6,3,300.23
405,29,2,106.14
406,5,3,452.06
406,32,3,424.86
406,87,3,278.19
406,67,5,349.17
407,8,3,15.78
407,87,1,128.93
408,64,2,87.75
408,66,2,319.47
408,30,2,87.79
408,12,5,246.4
408,66,2,304.96
408,87,2,495.42
409,13,3,408.38
409,71,1,207.46
409,13,3,327.14
409,8,1,300.11
409,29,3,139.32
409,94,4,242.64
410,46,2,366.36
410,26,2,387.86
410,36,2,35.42
410,97,3,134.75
410,82,4,148.75
410,68,4,184.76
411,72,1,43.55
411,31,5,174.17
412,88,1,130.78
412,53,2,468.19
412,25,2,128.58
412,56,1,144.69
412,94,3,184.3
412,54,4,186.59
413,21,4,177.59
414,75,5,12.58
414,76,5,306.32
414,87,3,447.76
415,34,1,277.02
416,1,4,335.39
416,89,4,77.78
416,71,3,82.4
417,18,4,300.39
418,1,1,472.53
418,92,4,43.71
418,31,3,202.31
419,25,3,358.86
420,81,3,25.33
420,17,1,369.1
421,87,3,436.54
422,49,4,232.01
422,55,3,226.35
422,13,2,221.2
422,89,1,230.79
423,17,5,346.37
424,10,1,185.74
424,3,3,170.58
424,80,5,137.86
424,35,1,56.91
424,20,3,71.58
424,42,1,168.84
425,57,4,294.78
425,58,1,17.78
425,34,5,102.16
425,97,3,95.25
425,33,3,318.8
425,74,3,113.31
426,86,2,83.57
426,11,3,255.09
426,71,5,446.51
427,68,3,337.26
428,83,5,87.07
428,56,2,387.15
429,35,5,115.75
429,96,4,104.43
430,39,5,365.18
430,92,4,205.31
430,70,3,128.01
430,48,4,289.52
430,84,5,168.66
430,99,2,339.11
431,74,2,270.73
431,91,2,15.7
431,92,2,327.1
431,11,4,474.35
431,58,2,340.74
432,35,4,72.07
432,41,4,407.85
432,24,1,258.2
432,60,5,121.05
432,8,3,79.75
432,39,1,387.36
433,87,3,146.67
433,84,4,334.34
433,39,5,61.35
433,11,1,140.92
434,40,1,470.4
434,55,1,110.71
434,84,1,90.03
434,49,2,375.83
435,68,5,11.79
435,26,3,11.52
435,37,3,307.54
435,100,5,180.9
435,70,5,111.5
435,73,1,280.57
436,39,5,22.78
436,31,4,309.95
437,20,5,118.81
437,30,1,86.97
437,50,4,81.06
437,63,2,41.03
438,48,3,283.64
438,24,3,372.21
438,97,5,305.67
439,22,2,248.27
439,48,4,108.24
439,51,2,135.52
439,35,4,264.11
440,12,5,36.9
440,26,5,450.67
441,39,2,364.66
441,79,1,13.27
442,8,1,60.78
442,79,4,259.23
442,4,5,386.8
443,22,1,29.35
443,94,3,120.82
443,80,4,97.89
443,83,2,268.33
443,7,3,271.01
444,81,4,440.35
444,18,1,388.5
445,33,2,277.24
445,2,3,496.37
445,38,1,251.37
446,34,2,240.45
447,4,2,38.92
447,48,1,245.44
448,31,4,114.96
448,50,2,448.38
448,3,4,365.99
448,29,3,74.08
449,54,5,191.76
449,28,5,449.12
449,17,5,96.99
449,64,1,91.52
449,69,1,266.96
449,22,1,462.63
450,47,2,257.85
450,31,2,467.47
450,59,5,149.09
451,15,4,259.47
451,42,3,313.11
451,62,4,339.9
451,79,4,399.15
452,13,1,420.13
452,60,3,340.0
452,64,1,483.45
452,55,1,274.85
452,46,1,224.92
452,25,1,389.47
453,92,3,242.81
453,81,2,384.4
453,28,5,462.99
453,24,3,123.07
453,41,3,230.94
453,64,4,400.44
454,42,5,66.15
454,43,3,143.72
454,73,3,161.96
454,36,3,49.08
454,58,3,126.05
454,77,3,191.03
455,87,4,309.52
455,1,3,394.48
455,6,3,170.85
455,67,2,244.93
456,98,5,100.97
456,1,5,293.06
456,82,3,471.22
456,71,5,157.57
456,31,5,364.86
456,54,4,442.95
457,81,2,135.39
457,9,1,183.53
457,26,1,112.32
457,98,3,306.74
458,42,4,494.5
458,37,5,423.73
458,57,2,424.89
458,47,5,184.21
458,45,1,37.91
459,32,2,401.53
459,84,3,437.21
459,4,2,488.29
459,45,3,425.25
460,73,2,57.32
460,72,3,329.42
460,70,2,382.08
460,6,5,422.86
461,53,5,222.13
461,91,4,79.16
461,22,3,97.5
461,20,5,121.18
461,51,2,166.02
461,77,1,214.19
462,61,4,499.78
463,74,4,104.99
463,31,1,339.54
463,57,1,383.82
463,3,4,133.72
463,30,2,478.24
463,64,2,335.62
464,69,2,222.7
465,90,4,100.41
465,45,1,104.64
465,82,1,477.17
466,49,5,113.91
466,42,3,438.44
466,70,1,139.15
466,43,4,118.23
466,6,3,38.41
467,13,2,268.24
468,68,1,146.09
469,47,2,373.99
469,58,5,74.57
469,64,1,30.43
469,41,3,427.93
470,12,3,225.63
470,43,3,91.03
470,24,5,65.92
471,25,4,214.22
472,78,4,374.25
472,50,5,280.08
472,95,4,265.47
472,58,2,475.91
472,6,5,37.69
473,45,1,453.54
474,97,3,150.73
474,51,3,71.45
474,27,1,243.35
474,45,1,118.72
475,9,3,376.9
475,21,2,52.25
475,57,2,231.56
475,9,4,457.62
475,2,5,108.11
476,66,4,413.57
476,93,4,77.18
477,69,1,73.78
477,24,5,480.48
477,98,2,352.29
477,74,1,470.73
477,63,1,281.02
478,81,2,423.17
478,31,3,63.49
479,26,4,71.16
479,61,2,69.29
479,93,3,217.46
479,97,1,457.73
479,29,2,365.39
479,63,5,244.25
480,81,5,396.23
480,33,5,41.86
480,97,3,229.57
480,17,4,433.21
480,12,2,472.11
480,31,1,352.03
481,67,4,172.89
481,3,3,192.05
481,10,4,128.0
482,27,4,452.74
482,16,5,256.78
482,62,1,219.08
482,50,1,49.43
483,33,5,283.97
483,69,1,25.68
483,61,2,187.64
483,58,5,264.95
483,97,4,284.72
483,18,2,360.19
484,75,1,266.27
484,85,1,288.09
485,9,1,182.03
486,57,3,31.25
486,22,3,154.64
486,5,4,445.58
487,76,2,416.13
488,97,3,499.2
488,34,1,469.24
489,8,2,385.75
490,41,3,159.35
490,97,3,380.37
490,85,1,346.95
491,96,5,235.58
491,74,5,49.36
491,76,2,188.79
492,2,2,380.39
492,7,3,67.29
493,65,5,74.34
493,36,5,152.71
493,17,1,332.18
493,31,2,397.6
494,28,1,79.2
495,9,1,313.09
495,19,5,157.49
496,47,5,5.72
497,55,5,296.8
497,63,3,156.8
497,33,5,430.34
497,36,3,213.0
498,14,5,136.08
498,47,1,267.69
498,15,2,265.61
498,66,3,428.5
498,60,5,215.74
498,77,3,390.66
499,71,4,156.25
499,24,3,358.7
499,83,1,489.41
499,49,4,482.8
499,97,5,62.24
500,41,5,13.49
501,14,2,129.91
501,35,2,452.79
501,26,2,69.37
501,72,4,208.57
501,99,5,418.14
501,52,1,486.27
502,83,5,102.55
502,59,3,420.22
503,36,2,24.81
503,37,3,485.61
503,46,3,446.93
503,69,2,111.17
504,55,2,136.8
504,72,4,333.28
505,7,5,419.59
505,2,4,104.08
506,13,5,321.54
506,1,3,118.8
507,4,3,87.13
507,61,4,18.53
507,98,4,453.88
507,22,2,246.53
507,7,4,368.01
508,8,5,417.58
508,93,3,69.37
508,94,2,242.87
509,20,1,49.42
509,28,5,264.6
509,79,5,423.99
509,13,5,253.29
509,41,4,322.88
509,61,4,346.5
510,45,5,323.1
510,89,2,111.0
510,76,5,67.17
511,82,5,180.6
512,8,4,439.18
512,34,3,60.02
512,83,1,171.87
512,40,3,21.76
512,92,2,295.97
512,51,4,434.41
513,70,3,292.29
513,72,1,66.75
513,83,4,210.48
513,74,1,56.89
513,82,1,499.41
514,64,2,94.33
515,31,3,497.81
516,60,1,404.72
516,95,1,293.67
516,89,3,163.18
516,67,3,82.83
516,9,1,210.54
517,1,5,305.42
517,72,5,351.97
517,46,5,365.53
517,86,2,90.51
518,11,4,197.55
518,48,5,387.47
518,7,2,282.85
518,70,4,319.53
518,44,1,155.54
518,25,5,197.29
519,6,2,443.01
519,13,3,489.38
519,30,2,206.76
519,4,2,259.05
519,56,1,249.23
520,50,5,255.59
520,28,3,228.09
521,67,4,392.26
521,58,2,428.31
521,50,3,125.06
521,65,5,46.27
521,82,3,293.04
522,97,1,225.61
522,88,2,162.71
522,89,1,488.28
522,20,3,131.68
522,48,4,390.59
522,66,3,251.37
523,99,5,125.21
523,7,1,232.57
523,17,2,8.78
523,28,3,317.54
524,63,1,210.34
524,53,3,163.46
525,62,1,162.14
525,57,4,84.23
525,100,1,491.48
525,52,1,357.89
525,29,2,425.74
526,86,3,197.0
526,24,5,281.77
527,34,5,412.24
527,57,3,276.72
527,92,3,383.54
527,44,2,60.65
527,95,5,178.81
528,29,2,435.29
528,85,2,167.42
528,22,3,178.3
528,40,1,291.25
528,71,4,469.32
529,79,3,190.53
529,91,5,181.43
529,18,2,309.07
529,89,1,72.47
529,50,4,483.23
530,37,2,134.76
530,13,5,435.79
530,19,4,97.62
531,12,5,464.38
531,78,1,121.5
531,15,4,312.9
532,18,5,474.73
533,13,2,286.12
533,85,3,60.75
533,34,3,491.35
533,23,4,378.43
533,23,2,246.5
533,60,4,435.61
534,86,5,456.41
534,69,1,16.06
535,32,2,163.79
535,44,5,77.62
535,93,3,105.07
535,94,5,65.35
536,32,4,81.84
536,73,1,318.75
536,26,3,234.03
536,36,1,110.49
537,70,3,446.39
537,2,3,395.5
537,27,4,255.45
537,46,2,240.79
538,26,3,25.37
539,89,4,113.24
540,90,4,36.32
540,55,2,87.54
540,7,4,258.1
540,20,5,235.87
541,76,3,42.31
541,30,5,88.56
541,58,1,89.46
541,15,1,154.17
541,78,2,355.3
542,36,2,216.17
542,58,1,490.23
542,14,3,187.62
543,13,4,9.88
543,30,2,268.71
543,72,2,28.4
543,17,2,24.53
544,60,2,486.22
544,68,1,478.2
544,98,4,124.19
545,80,5,231.15
545,26,3,153.79
545,92,2,328.85
545,28,4,75.12
545,51,4,325.0
546,47,5,193.61
546,53,4,25.27
546,76,2,371.78
546,84,5,188.59
547,28,2,122.25
547,11,5,389.74
547,16,4,300.38
547,61,1,376.63
548,3,5,103.96
548,35,1,328.2
548,74,4,112.41
548,11,5,166.89
548,3,3,89.0
549,14,4,297.75
549,75,1,179.67
549,37,3,495.39
549,83,2,98.31
549,72,2,254.45
550,40,2,183.71
550,70,2,409.48
550,46,4,187.58
551,65,1,107.0
551,45,1,357.87
551,74,4,486.1
551,32,1,157.91
551,39,4,47.87
552,37,2,104.32
552,83,3,151.72
552,16,4,142.6
553,83,3,130.88
553,79,4,476.16
554,50,5,388.86
554,61,5,493.67
554,34,4,339.54
555,81,3,218.38
555,88,2,488.8
556,47,5,43.26
556,97,2,155.41
556,35,5,71.46
556,46,1,283.52
556,21,2,314.94
557,66,2,291.83
557,58,4,365.81
558,42,5,212.99
558,49,4,354.2
558,51,1,6.26
558,73,4,153.33
558,94,5,367.26
558,6,5,122.43
559,95,5,29.58
560,51,3,298.86
560,56,3,179.94
560,65,2,201.34
560,17,1,99.46
560,8,3,214.32
560,75,1,493.49
561,64,5,50.46
561,83,1,305.95
561,18,5,357.12
561,96,1,51.83
561,98,1,377.04
562,7,5,391.05
562,78,4,429.67
563,89,4,458.65
563,99,2,397.44
564,90,1,346.85
564,39,3,393.74
565,97,2,218.07
565,83,4,449.89
565,51,3,251.87
565,3,2,24.34
566,68,2,315.32
566,4,1,150.28
566,19,5,16.02
567,32,1,497.86
567,8,2,226.02
567,56,2,340.4
567,14,2,262.17
567,35,5,408.42
567,49,5,371.32
568,95,2,277.7
568,28,4,403.17
569,98,1,414.48
569,92,5,344.45
570,62,5,354.22
570,82,4,437.09
570,34,4,170.5
570,79,3,498.24
570,53,5,155.78
571,66,5,234.71
571,62,3,95.78
571,3,4,272.23
572,58,1,375.98
572,57,1,324.95
572,60,4,351.57
572,40,1,161.59
572,28,1,214.7
573,69,1,88.61
574,87,2,334.25
574,34,3,109.38
574,86,5,347.62
575,100,4,77.13
576,77,3,157.35
576,98,2,208.4
576,22,5,447.08
576,37,2,321.99
576,51,1,318.1
576,87,4,194.22
577,31,4,395.34
578,13,3,155.53
578,74,4,364.38
578,44,3,76.48
579,46,2,194.67
579,78,1,16.01
579,74,3,366.98
579,20,1,372.85
580,35,2,149.95
580,9,4,365.71
580,35,4,7.0
580,1,3,187.12
580,16,4,147.65
580,100,3,85.0
581,76,1,334.8
581,8,3,69.24
581,50,4,428.66
582,8,4,242.02
582,65,3,36.27
582,100,1,477.36
582,68,2,25.59
582,27,1,134.24
582,87,3,425.58
583,73,4,259.2
583,4,4,262.21
583,72,4,383.08
583,4,2,236.78
584,61,4,379.18
584,10,2,430.57
585,25,5,93.56
585,74,3,217.54
586,96,4,395.52
586,34,1,224.43
586,8,4,415.43
586,86,4,436.53
587,1,3,67.96
588,38,2,464.38
588,96,4,239.06
588,33,5,108.7
588,88,1,185.11
588,23,3,219.39
588,37,3,249.34
589,25,2,11.05
589,89,4,319.6
589,94,5,82.91
590,76,5,72.29
590,34,1,249.33
590,11,2,456.71
590,96,2,62.77
590,40,3,381.58
590,86,2,371.68
591,65,1,153.14
591,62,3,217.18
591,89,3,84.89
592,44,1,322.67
592,38,1,269.02
592,12,3,336.75
593,25,2,82.61
593,29,3,63.96
593,39,1,242.0
593,81,5,327.31
593,59,3,258.67
594,19,2,270.99
595,19,2,321.76
595,60,2,426.13
596,59,2,237.72
596,9,3,204.03
596,45,1,349.62
597,49,5,85.53
597,73,4,423.16
597,78,1,158.61
597,89,1,220.56
597,94,3,431.35
597,69,4,198.82
598,20,5,472.32
598,4,1,210.4
598,69,1,482.01
599,29,3,222.07
599,58,2,327.16
600,1,3,478.54
600,49,2,115.86
600,24,3,134.6
600,98,3,372.09
600,44,5,473.88
600,80,5,258.37
601,49,3,449.57
601,33,4,100.02
601,58,4,140.64
602,98,5,391.97
602,49,3,266.07
602,12,1,278.18
602,90,3,62.71
603,85,2,293.19
603,95,5,174.55
604,88,1,275.03
604,87,2,217.01
604,77,2,327.34
604,96,5,363.34
604,71,5,462.22
605,71,5,13.47
605,23,5,423.84
605,14,5,454.09
605,73,4,362.17
605,54,4,368.32
605,17,1,27.77
606,3,3,30.41
606,84,2,477.73
606,26,4,404.37
606,16,5,211.63
606,80,1,294.91
607,40,3,437.74
607,42,1,281.11
607,13,5,409.42
607,25,5,176.26
607,99,4,121.21
608,2,5,406.9
608,20,4,50.47
608,94,5,446.44
608,31,5,284.41
609,68,4,416.58
609,86,4,128.78
609,16,4,103.5
609,3,3,34.49
609,45,1,6.61
610,48,1,444.03
610,14,4,445.76
611,30,5,411.8
612,20,2,201.21
613,61,5,453.14
613,63,5,275.14
613,58,3,474.3
613,99,4,88.41
613,56,2,7.41
613,44,2,73.92
614,62,4,23.09
614,21,5,490.07
614,42,4,163.31
614,65,1,26.92
615,93,4,432.69
616,56,4,191.48
616,80,3,11.64
617,77,3,456.65
617,84,3,468.11
617,22,3,82.43
618,49,5,202.5
618,100,5,390.39
618,10,2,99.58
618,10,2,167.94
618,82,5,449.16
618,95,1,498.88
619,45,5,491.04
619,60,2,356.03
619,43,1,9.28
619,52,1,43.43
619,93,3,284.64
620,44,4,71.73
620,71,3,110.54
620,85,1,473.73
620,63,2,206.55
620,43,2,90.63
620,13,2,280.41
621,40,3,383.65
621,17,2,499.85
621,19,3,151.31
621,28,5,417.8
622,29,2,173.71
622,29,2,226.7
622,66,1,42.95
622,88,2,183.05
622,44,4,216.41
623,50,3,102.62
623,54,1,62.71
623,43,3,214.03
623,70,1,167.43
624,96,4,122.4
624,96,1,92.3
624,65,2,50.5
624,54,4,307.66
624,68,2,254.5
625,65,5,349.68
626,73,4,236.86
626,76,2,398.33
626,87,5,279.9
626,35,2,397.74
626,74,3,362.98
627,94,1,314.47
627,47,1,276.23
627,68,4,153.07
628,83,5,368.95
628,90,4,55.18
628,79,2,365.74
629,20,5,149.63
629,30,3,169.03
629,45,3,489.91
630,59,5,441.19
630,33,4,119.5
630,50,2,484.03
630,36,1,329.35
630,24,3,93.5
630,63,3,85.47
631,66,1,316.34
632,41,4,209.14
632,39,2,315.98
632,96,4,404.28
632,55,1,143.02
632,35,5,417.11
632,32,5,482.11
633,6,4,341.36
633,41,1,405.88
633,93,1,11.96
634,18,4,170.57
635,81,2,415.75
635,95,5,133.02
635,48,1,368.86
635,21,2,156.93
636,72,4,316.5
636,47,3,342.19
636,99,4,390.6
637,73,3,38.88
637,29,5,55.92
637,65,3,424.88
638,90,4,70.73
638,8,1,30.3
638,70,3,123.77
638,45,3,372.5
638,69,4,237.97
639,56,5,380.41
639,80,1,72.93
639,2,5,324.77
639,92,2,13.98
640,82,4,487.75
640,36,4,67.99
641,38,5,421.11
642,61,5,232.26
642,12,5,343.11
643,80,1,203.33
643,91,3,385.95
643,6,3,364.59
644,94,3,347.39
645,30,1,149.37
645,35,2,172.36
645,14,3,15.62
645,17,1,391.49
646,27,1,461.33
646,33,5,300.81
646,9,3,63.97
646,62,1,169.1
647,84,3,316.1
647,62,4,124.95
648,92,1,99.65
648,79,5,94.85
649,54,3,421.02
649,89,3,167.79
649,83,5,158.25
649,61,3,130.74
650,73,1,71.54
651,51,2,72.26
651,19,2,407.06
651,18,3,469.59
652,68,5,470.43
653,78,4,403.02
653,59,2,317.66
653,58,4,127.76
653,21,2,164.36
654,63,5,468.63
654,14,3,297.59
654,67,3,269.51
654,80,3,437.41
654,32,4,361.38
655,4,3,335.74
655,4,2,491.51
655,100,4,368.93
656,96,2,146.91
656,15,4,124.03
656,46,4,243.06
656,93,2,268.62
656,90,2,61.84
657,48,5,331.63
657,80,5,281.21
657,4,5,39.56
657,25,1,371.51
658,91,1,182.71
658,63,5,47.57
658,34,3,178.63
659,39,1,344.57
659,39,5,232.4
660,43,1,76.01
660,27,2,414.18
661,17,3,273.95
661,43,1,150.7
661,74,4,128.41
661,98,1,189.0
661,40,4,76.77
662,78,2,102.65
662,32,5,214.23
662,74,5,7.85
662,19,1,300.56
662,31,2,486.46
662,18,1,452.2
663,92,4,229.9
663,52,3,322.12
663,27,2,364.58
663,85,1,218.34
664,94,1,473.61
665,39,5,150.42
665,16,5,308.89
665,7,3,141.82
665,32,3,315.14
666,34,3,334.5
666,20,3,132.43
667,45,1,482.41
667,91,4,288.51
667,29,3,470.17
667,95,3,34.51
668,37,2,96.89
668,31,3,283.46
669,68,5,133.76
670,1,2,151.4
670,83,2,108.14
670,94,4,235.71
670,66,5,208.8
671,22,2,75.55
671,12,4,195.61
672,26,5,122.54
672,5,2,307.72
672,33,5,234.51
672,38,2,84.56
672,80,4,47.76
672,93,1,157.2
673,59,2,419.54
674,93,5,479.04
675,59,2,348.24
675,4,2,234.19
676,61,3,469.02
676,76,3,146.26
676,47,4,111.54
677,20,5,205.11
677,98,5,177.45
678,60,3,368.16
678,68,2,268.88
678,26,4,176.1
678,72,1,50.4
678,5,3,148.14
679,22,4,292.46
679,39,2,184.26
679,59,3,403.97
679,38,3,94.82
679,81,5,56.84
679,26,2,78.4
680,26,1,388.15
680,54,4,330.03
681,61,5,80.6
681,61,2,72.78
681,35,5,124.59
682,30,5,263.09
682,90,4,99.68
682,44,1,345.98
682,42,2,338.4
682,82,2,384.08
683,41,2,477.57
683,8,2,180.65
683,10,5,190.28
684,25,1,412.09
684,69,1,466.0
684,17,5,373.52
685,85,2,435.45
686,11,2,363.55
686,59,5,99.51
687,50,5,421.13
687,79,1,499.19
687,9,5,176.0
687,97,4,236.48
688,93,4,237.0
688,33,2,214.01
688,91,2,383.79
689,62,1,21.55
689,24,3,247.05
689,42,4,250.78
690,87,4,354.27
691,22,4,322.47
691,64,4,495.63
691,82,1,252.41
691,29,5,278.3
692,54,3,381.76
692,31,5,81.78
693,34,4,240.06
693,8,2,273.21
693,35,3,432.16
693,13,3,144.26
693,37,1,76.92
693,9,1,276.57
694,43,3,36.81
695,68,3,447.28
696,37,3,138.63
696,46,5,270.29
697,26,4,234.11
697,78,5,48.95
698,55,3,318.48
698,19,5,249.45
699,10,2,50.07
699,47,1,15.73
699,22,2,374.44
699,78,4,399.75
700,4,2,44.63
700,45,5,385.12
700,94,4,199.32
700,98,3,27.75
701,23,2,315.46
701,92,1,314.93
701,21,2,107.41
701,20,5,88.42
701,21,3,429.94
702,21,5,174.04
702,20,3,48.14
702,1,5,235.49
702,94,1,357.14
702,76,4,354.02
703,92,5,66.15
703,49,4,257.07
703,8,5,363.32
703,29,1,227.41
703,86,1,370.94
703,62,2,210.44
704,67,3,109.84
704,82,3,15.26
704,14,5,253.49
704,58,5,246.85
704,33,3,69.73
705,39,4,349.43
705,26,5,271.6
705,41,3,95.31
705,13,4,182.54
706,55,2,301.54
706,34,1,57.91
706,42,1,127.11
707,31,3,50.15
707,15,3,434.44
707,9,4,199.11
707,39,5,221.28
707,60,3,292.07
708,98,2,59.46
708,9,5,428.15
709,33,2,429.69
710,37,5,350.21
710,66,3,92.13
710,46,3,13.65
710,46,1,373.24
710,92,3,315.1
711,7,1,142.09
711,1,4,337.64
711,61,3,390.35
711,60,1,328.16
711,95,1,114.24
712,87,4,245.9
712,27,1,257.49
712,31,5,306.01
712,71,5,206.08
712,7,3,498.3
712,97,5,197.28
713,45,2,387.91
713,23,4,407.26
713,89,2,344.16
713,79,4,352.97
713,18,2,297.73
713,1,3,215.89
714,23,3,325.45
714,63,4,17.49
715,89,3,161.37
715,39,1,203.22
716,1,4,85.76
716,60,2,167.12
716,33,4,84.88
717,48,5,85.34
717,22,5,489.31
717,55,3,442.5
717,14,5,88.68
717,63,4,456.14
717,12,4,12.87
718,47,1,267.68
718,58,5,118.76
718,11,4,115.7
718,65,2,77.94
718,38,4,259.89
718,20,1,485.78
719,44,2,155.09
720,63,2,291.34
721,62,2,160.49
721,36,2,463.21
721,11,3,351.61
721,5,3,30.4
722,36,2,446.22
722,67,4,497.57
722,97,4,460.28
722,46,3,167.8
723,38,5,425.08
723,95,3,307.76
724,57,2,295.48
724,56,2,490.1
725,84,3,240.19
725,3,1,492.98
725,62,4,462.47
726,18,4,472.3
726,20,3,286.51
726,93,2,49.95
726,78,5,49.23
726,29,5,30.6
726,40,2,81.7
727,33,2,393.24
728,40,3,98.63
728,92,2,243.4
728,25,1,447.39
728,24,5,483.81
728,23,2,169.9
729,92,2,93.43
729,5,1,496.87
729,39,1,256.76
729,51,5,81.03
729,64,4,134.09
729,85,4,86.11
730,84,5,226.42
731,3,2,190.33
731,2,4,278.43
731,76,5,169.67
731,41,4,88.12
731,7,1,469.0
732,26,1,467.86
732,44,2,43.71
732,44,3,223.15
732,28,2,17.9
732,67,3,294.76
733,68,4,368.91
733,90,3,14.55
734,58,4,38.83
734,16,5,64.12
735,1,5,283.7
735,34,5,114.75
735,3,1,275.78
736,52,2,220.21
736,67,4,353.74
736,22,1,372.7
736,38,1,392.77
736,51,3,132.1
736,62,3,135.87
737,46,3,376.68
737,56,5,12.99
737,94,1,261.32
737,11,2,13.57
738,48,3,28.11
738,5,5,139.63
738,97,3,409.96
738,53,5,100.99
738,67,1,26.5
739,68,4,420.98
739,23,2,496.67
739,22,1,406.63
740,9,2,152.1
740,14,1,89.56
740,80,5,430.29
740,31,4,328.17
740,50,1,95.78
740,19,1,212.34
741,7,2,154.87
741,14,3,283.55
742,48,4,88.94
742,16,4,388.55
742,24,3,265.2
742,43,5,147.9
742,76,2,429.82
743,70,5,258.26
743,97,1,212.24
743,22,3,135.14
744,12,4,246.6
744,7,1,463.76
744,54,1,304.34
744,86,4,125.74
744,19,2,15.46
744,25,2,382.26
745,48,1,133.06
745,37,1,216.22
745,64,1,180.45
746,94,2,377.06
746,99,3,483.25
746,10,3,157.2
747,2,5,26.19
747,60,4,402.68
747,20,1,49.64
748,94,1,116.27
748,57,1,151.93
748,26,2,329.63
748,75,4,20.44
748,59,5,59.45
748,31,1,131.75
749,78,5,237.31
749,74,4,297.9
750,1,4,186.71
750,50,4,163.77
750,5,5,274.44
750,51,1,257.64
750,2,3,88.05
750,3,4,211.18
751,23,2,156.08
751,12,3,455.45
751,82,4,475.27
751,86,4,419.42
752,80,2,31.19
752,86,5,401.51
753,19,3,166.03
754,93,5,281.81
754,81,4,199.3
754,80,4,32.51
754,93,3,115.22
754,63,5,42.94
755,20,1,448.47
756,49,2,319.08
756,38,4,391.91
756,21,5,476.91
756,38,4,404.21
756,36,2,473.55
756,25,1,486.34
757,2,5,14.88
757,57,3,330.56
757,17,1,174.35
757,69,4,473.0
757,73,4,334.94
758,30,1,219.45
758,14,2,86.7
758,97,2,77.2
758,60,3,95.06
758,63,2,347.31
759,6,1,469.24
759,96,3,227.01
759,55,5,113.04
759,23,5,146.71
760,26,4,266.32
760,19,5,405.3
760,27,5,318.65
760,46,1,138.07
761,93,3,223.11
761,30,4,180.2
761,65,4,402.72
761,97,3,326.35
761,2,2,321.1
761,28,4,117.59
762,94,4,310.81
762,37,5,330.51
762,7,1,499.25
762,86,3,474.95
762,37,2,116.73
763,47,5,247.18
764,6,4,359.66
764,67,3,140.79
765,88,2,455.03
765,23,1,81.82
766,51,4,361.57
767,68,2,456.46
767,15,5,476.99
767,27,5,55.06
767,94,3,53.64
768,29,3,111.88
768,93,1,212.21
768,27,1,217.4
769,89,3,333.2
770,11,4,182.03
770,80,2,436.74
770,37,2,278.04
770,19,4,405.43
770,45,4,400.6
771,87,2,407.85
771,99,3,52.23
771,10,2,239.23
771,28,1,189.64
771,54,1,488.73
772,54,2,138.25
772,39,2,213.15
772,21,3,187.81
772,54,3,284.54
773,91,2,183.99
773,98,3,297.86
773,23,1,473.6
773,45,4,224.01
774,84,4,112.61
774,53,3,11.88
774,3,1,459.72
774,3,1,444.98
775,23,4,468.13
775,13,2,46.05
776,77,4,260.73
776,89,3,53.23
776,60,4,19.88
777,82,3,334.06
777,95,1,306.98
777,58,4,148.7
777,97,4,243.99
777,37,1,40.48
778,79,2,441.51
778,11,3,59.89
778,23,1,484.91
778,28,4,445.99
779,59,3,282.54
779,35,2,337.17
780,3,5,317.52
780,47,2,90.53
780,11,3,10.11
780,70,2,20.3
780,53,2,116.92
781,92,2,71.48
781,58,3,422.57
781,11,2,457.9
781,21,5,78.66
781,35,3,166.82
781,67,4,355.47
782,53,4,180.69
782,14,5,53.53
782,73,5,359.32
782,81,5,332.1
782,35,3,147.81
783,4,5,411.41
783,63,4,440.74
783,12,2,219.26
783,80,2,79.45
783,99,3,196.0
783,68,4,323.66
784,15,1,237.76
784,71,2,263.84
784,51,2,344.46
785,10,1,188.02
785,89,5,426.12
785,65,3,374.91
785,99,4,323.59
785,46,4,204.39
785,75,4,20.69
786,26,2,76.27
786,45,5,130.29
786,23,3,155.14
786,42,3,437.89
786,86,5,126.77
787,4,5,21.74
787,37,3,300.57
787,1,1,469.3
787,83,5,79.76
787,62,4,478.17
788,88,3,176.56
788,66,1,173.56
788,36,5,121.21
789,17,4,255.91
789,15,4,139.98
789,46,3,217.22
789,79,5,355.91
789,15,4,145.38
789,64,5,189.15
790,41,2,67.24
790,70,3,234.94
790,56,4,29.65
790,59,1,232.82
791,91,4,316.65
791,56,4,17.06
791,28,5,397.15
791,52,2,283.49
791,51,4,322.95
791,40,4,110.79
792,44,4,217.49
792,20,4,239.71
792,2,1,336.03
792,63,2,438.6
792,24,3,288.99
793,29,5,86.09
793,82,5,107.01
794,76,2,427.04
794,36,3,316.56
794,2,3,228.75
794,3,3,450.55
795,84,4,11.58
795,14,2,459.49
795,87,2,254.34
795,88,2,410.9
795,86,5,348.42
796,36,3,392.28
796,56,3,481.17
796,42,3,404.11
797,76,1,455.23
798,55,2,328.11
798,9,5,447.18
798,35,4,316.8
799,8,1,55.54
799,24,1,356.41
799,70,1,286.26
799,96,5,220.93
799,84,3,94.01
800,50,2,432.62
800,85,2,148.99
800,43,3,183.83
801,95,3,65.37
801,30,2,185.26
801,88,1,156.15
801,70,4,321.57
