order_id,customer_id,order_date,total_amount
827,32,2026-01-11,995.78
828,167,2026-01-11,4146.1
829,77,2026-01-11,2538.15
830,57,2026-01-11,4525.98
831,165,2026-01-11,2477.9900000000002
832,249,2026-01-11,2285.98
833,49,2026-01-11,5292.67
834,12,2026-01-11,1745.1100000000001
835,246,2026-01-11,958.53
836,266,2026-01-11,163.92000000000002
837,199,2026-01-11,737.64
838,165,2026-01-11,2715.2599999999998
839,142,2026-01-11,942.5899999999999
840,137,2026-01-11,1993.1699999999998
841,272,2026-01-11,1806.84
842,225,2026-01-11,41.339999999999996
843,229,2026-01-11,299.83
844,275,2026-01-11,2379.2
845,251,2026-01-11,422.62
846,213,2026-01-11,642.7
847,134,2026-01-11,1088.8799999999999
848,192,2026-01-11,1938.13
849,257,2026-01-11,2015.3799999999999
850,93,2026-01-11,1045.8000000000002
851,67,2026-01-11,1886.44
852,52,2026-01-11,2027.6
853,93,2026-01-11,2282.3500000000004
854,27,2026-01-11,3326.76
855,30,2026-01-11,881.3
856,86,2026-01-11,1160.06
857,241,2026-01-11,1987.9599999999998
858,153,2026-01-11,2646.96
859,63,2026-01-11,2966.9300000000003
860,274,2026-01-11,311.06
861,265,2026-01-11,753.5
862,180,2026-01-11,1051.65
863,149,2026-01-11,1471.17
864,191,2026-01-11,1963.21
865,250,2026-01-11,3969.6099999999997
866,184,2026-01-11,5444.93
867,100,2026-01-11,2458.9700000000003
868,299,2026-01-11,7122.620000000001
869,168,2026-01-11,1597.0900000000001
870,235,2026-01-11,265.32
871,137,2026-01-11,1763.5900000000001
872,258,2026-01-11,3810.6499999999996
873,86,2026-01-11,5365.679999999999
874,244,2026-01-11,1435.65
875,296,2026-01-11,2826.1800000000003
876,34,2026-01-11,2010.95
877,190,2026-01-11,2791.1600000000003
878,188,2026-01-11,3811.9400000000005
879,76,2026-01-11,5132.0599999999995
880,127,2026-01-11,3707.4700000000003
881,79,2026-01-11,1993.27
882,120,2026-01-11,1471.6499999999999
883,285,2026-01-11,1425.89
884,150,2026-01-11,1924.4700000000003
885,128,2026-01-11,1720.04
886,187,2026-01-11,4338.94
887,245,2026-01-11,1582.4099999999999
888,142,2026-01-11,2763.7799999999997
889,189,2026-01-11,1697.55
890,291,2026-01-11,688.63
891,252,2026-01-11,2410.0
892,39,2026-01-11,5102.150000000001
893,241,2026-01-11,2866.91
894,83,2026-01-11,4338.26
895,297,2026-01-11,2421.8700000000003
896,269,2026-01-11,1324.6
897,90,2026-01-11,412.03000000000003
898,19,2026-01-11,6816.089999999999
899,249,2026-01-11,562.04
900,250,2026-01-11,2614.53
901,238,2026-01-11,2038.2699999999998
902,254,2026-01-11,3375.44
903,104,2026-01-11,4962.34
904,65,2026-01-11,4205.5599999999995
905,192,2026-01-11,892.56
906,147,2026-01-11,564.65
907,182,2026-01-11,3858.5999999999995
908,179,2026-01-11,2169.95
909,21,2026-01-11,6146.4
910,131,2026-01-11,35.910000000000004
911,208,2026-01-11,1748.68
912,163,2026-01-11,3459.88
913,261,2026-01-11,5970.82
914,271,2026-01-11,5463.740000000001
915,188,2026-01-11,4742.799999999999
916,282,2026-01-11,785.3499999999999
917,58,2026-01-11,5223.96
918,116,2026-01-11,1380.7
919,252,2026-01-11,1143.57
920,48,2026-01-11,650.24
921,143,2026-01-11,2508.98
922,185,2026-01-11,3096.6699999999996
923,53,2026-01-11,2063.53
924,103,2026-01-11,3632.83
925,79,2026-01-11,3024.76
926,272,2026-01-11,1099.78
927,153,2026-01-11,39.82
928,138,2026-01-11,1502.72
929,193,2026-01-11,3155.9399999999996
930,299,2026-01-11,6148.039999999999
931,27,2026-01-11,522.75
932,276,2026-01-11,3696.87
933,164,2026-01-11,3051.7799999999997
934,18,2026-01-11,2695.47
935,132,2026-01-11,2936.66
936,163,2026-01-11,2110.56
937,176,2026-01-11,370.68
938,293,2026-01-11,2011.7500000000002
939,89,2026-01-11,717.26
940,160,2026-01-11,4464.3
941,15,2026-01-11,3062.9000000000005
942,175,2026-01-11,3763.0600000000004
943,40,2026-01-11,2628.2200000000003
944,176,2026-01-11,1807.15
945,194,2026-01-11,1696.92
946,210,2026-01-11,3479.9599999999996
947,157,2026-01-11,3496.3399999999997
948,101,2026-01-11,1817.3600000000001
949,6,2026-01-11,3922.04
950,266,2026-01-11,4707.12
951,158,2026-01-11,2353.75
952,76,2026-01-11,3137.52
953,242,2026-01-11,91.48
954,128,2026-01-11,4597.61
955,239,2026-01-11,2562.35
956,12,2026-01-11,2341.5
957,158,2026-01-11,420.55
958,70,2026-01-11,2645.84
959,153,2026-01-11,243.62
960,241,2026-01-11,3705.3199999999997
961,186,2026-01-11,360.53
962,175,2026-01-11,343.96999999999997
963,109,2026-01-11,6130.42
964,140,2026-01-11,2409.3
965,210,2026-01-11,4282.18
966,20,2026-01-11,2929.17
967,216,2026-01-11,3863.4199999999996
968,77,2026-01-11,1195.29
969,164,2026-01-11,2162.7799999999997
970,53,2026-01-11,1285.74
971,211,2026-01-11,2202.6400000000003
972,230,2026-01-11,1048.02
973,185,2026-01-11,899.48
974,163,2026-01-11,2854.3999999999996
975,78,2026-01-11,2194.64
976,12,2026-01-11,1929.2
977,128,2026-01-11,3551.41
978,241,2026-01-11,2194.8
979,227,2026-01-11,864.78
980,255,2026-01-11,459.06
981,242,2026-01-11,3076.1199999999994
982,275,2026-01-11,1937.0
983,164,2026-01-11,2605.46
984,132,2026-01-11,2703.48
985,79,2026-01-11,6108.85
986,11,2026-01-11,3137.2999999999997
987,135,2026-01-11,2201.52
988,150,2026-01-11,1691.0500000000002
989,237,2026-01-11,6012.1
990,190,2026-01-11,1801.49
991,268,2026-01-11,841.76
992,147,2026-01-11,855.88
993,53,2026-01-11,830.1
994,107,2026-01-11,3384.8900000000003
995,190,2026-01-11,4367.5599999999995
996,24,2026-01-11,217.84
997,151,2026-01-11,1095.9899999999998
998,163,2026-01-11,1896.99
999,105,2026-01-11,3743.8199999999997
1000,153,2026-01-11,2650.74
1001,196,2026-01-11,3039.15
1002,260,2026-01-11,1429.11
1003,10,2026-01-11,2567.11
1004,133,2026-01-11,2832.3999999999996
1005,98,2026-01-11,1617.75
1006,268,2026-01-11,1366.45
1007,128,2026-01-11,1457.76
1008,21,2026-01-11,6436.3
1009,130,2026-01-11,5016.89
1010,4,2026-01-11,80.01
1011,22,2026-01-11,2969.7900000000004
1012,5,2026-01-11,1479.17
1013,237,2026-01-11,6135.01
1014,238,2026-01-11,2155.32
1015,48,2026-01-11,4092.2599999999998
1016,60,2026-01-11,6631.290000000001
1017,172,2026-01-11,400.5
1018,274,2026-01-11,4563.52
1019,150,2026-01-11,8426.289999999999
1020,110,2026-01-11,4150.18
1021,110,2026-01-11,5572.589999999999
1022,210,2026-01-11,7903.68
1023,235,2026-01-11,4727.77
1024,293,2026-01-11,1315.5
1025,112,2026-01-11,255.32999999999998
1026,226,2026-01-11,4730.21
1027,162,2026-01-11,2795.04
1028,194,2026-01-11,1388.91
1029,187,2026-01-11,2360.53
1030,41,2026-01-11,2689.2999999999997
1031,177,2026-01-11,1070.42
1032,293,2026-01-11,233.93
1033,3,2026-01-11,3305.4100000000003
1034,189,2026-01-11,1227.5900000000001
1035,137,2026-01-11,761.86
1036,39,2026-01-11,984.49
1037,249,2026-01-11,1583.38
1038,297,2026-01-11,1481.48
1039,111,2026-01-11,93.13
1040,80,2026-01-11,2651.0200000000004
1041,118,2026-01-11,181.36
1042,169,2026-01-11,849.8700000000001
1043,27,2026-01-11,950.09
1044,116,2026-01-11,89.22
1045,219,2026-01-11,1077.0
1046,253,2026-01-11,282.08
1047,45,2026-01-11,1754.8500000000001
1048,242,2026-01-11,3144.66
1049,236,2026-01-11,3346.83
1050,26,2026-01-11,1341.22
1051,195,2026-01-11,1867.74
1052,257,2026-01-11,952.32
1053,54,2026-01-11,4059.6099999999997
1054,46,2026-01-11,3579.0499999999997
1055,80,2026-01-11,4755.75
1056,61,2026-01-11,898.24
1057,134,2026-01-11,2333.5899999999997
1058,58,2026-01-11,5296.9800000000005
1059,190,2026-01-11,2424.35
1060,49,2026-01-11,297.95000000000005
1061,73,2026-01-11,1169.58
1062,253,2026-01-11,490.85
1063,275,2026-01-11,1662.28
1064,289,2026-01-11,1568.59
1065,263,2026-01-11,1772.9300000000003
1066,186,2026-01-11,4330.9
1067,214,2026-01-11,2131.2
1068,64,2026-01-11,5112.15
1069,264,2026-01-11,3197.9
1070,61,2026-01-11,2822.0
1071,197,2026-01-11,5163.99
1072,18,2026-01-11,1252.29
1073,110,2026-01-11,2220.32
1074,44,2026-01-11,3865.85
1075,160,2026-01-11,452.65
1076,237,2026-01-11,2897.7999999999997
1077,163,2026-01-11,1417.72
1078,123,2026-01-11,5904.01
1079,148,2026-01-11,5816.840000000001
1080,130,2026-01-11,4578.320000000001
1081,28,2026-01-11,3989.3199999999997
1082,240,2026-01-11,4388.860000000001
1083,205,2026-01-11,3436.3
1084,124,2026-01-11,6652.84
1085,70,2026-01-11,4051.73
1086,300,2026-01-11,616.59
1087,83,2026-01-11,2323.06
1088,227,2026-01-11,3858.12
1089,152,2026-01-11,2826.5
1090,108,2026-01-11,3106.67
1091,93,2026-01-11,3338.09
1092,216,2026-01-11,1950.36
1093,155,2026-01-11,2074.96
1094,96,2026-01-11,2930.0600000000004
1095,12,2026-01-11,3220.1500000000005
1096,229,2026-01-11,956.25
1097,87,2026-01-11,1591.98
1098,30,2026-01-11,138.8
1099,278,2026-01-11,4584.84
1100,112,2026-01-11,4970.75
1101,189,2026-01-11,2776.8199999999997
1102,79,2026-01-11,4252.0599999999995
1103,231,2026-01-11,4136.57
1104,85,2026-01-11,884.16
1105,128,2026-01-11,1229.24
1106,176,2026-01-11,2045.8700000000001
1107,25,2026-01-11,3418.2700000000004
1108,209,2026-01-11,3952.5099999999998
1109,24,2026-01-11,2853.28
1110,87,2026-01-11,1482.45
1111,162,2026-01-11,4590.849999999999
1112,64,2026-01-11,2120.46
1113,269,2026-01-11,4444.62
1114,37,2026-01-11,975.62
1115,268,2026-01-11,2492.04
1116,294,2026-01-11,893.6999999999999
1117,250,2026-01-11,833.7299999999999
1118,198,2026-01-11,7229.400000000001
1119,291,2026-01-11,818.45
1120,168,2026-01-11,3540.08
1121,81,2026-01-11,3082.25
1122,162,2026-01-11,1164.1999999999998
1123,127,2026-01-11,1921.28
1124,34,2026-01-11,1039.3700000000001
1125,124,2026-01-11,1623.95
1126,247,2026-01-11,3250.7300000000005
1127,120,2026-01-11,4135.63
1128,1,2026-01-11,2351.5
1129,171,2026-01-11,4206.52
1130,154,2026-01-11,2327.4399999999996
1131,45,2026-01-11,4375.41
1132,108,2026-01-11,1510.54
1133,239,2026-01-11,960.72
1134,173,2026-01-11,364.24
1135,35,2026-01-11,5419.92
1136,87,2026-01-11,732.48
1137,113,2026-01-11,13.24
1138,90,2026-01-11,2787.05
1139,2,2026-01-11,4246.21
1140,120,2026-01-11,4902.83
1141,81,2026-01-11,4624.01
1142,65,2026-01-11,4722.32
1143,294,2026-01-11,3413.7299999999996
1144,250,2026-01-11,570.16
1145,75,2026-01-11,397.32
1146,58,2026-01-11,3419.2200000000003
1147,75,2026-01-11,3243.88
1148,15,2026-01-11,4885.57
1149,38,2026-01-11,3391.42
1150,152,2026-01-11,1746.92
1151,26,2026-01-11,2722.46
1152,132,2026-01-11,2768.1600000000003
1153,42,2026-01-11,3887.2700000000004
1154,152,2026-01-11,3746.0
1155,2,2026-01-11,1075.97
1156,248,2026-01-11,2183.04
1157,79,2026-01-11,1254.24
1158,122,2026-01-11,2784.8
1159,258,2026-01-11,3266.41
1160,98,2026-01-11,4161.099999999999
1161,239,2026-01-11,2281.7799999999997
1162,107,2026-01-11,3008.83
1163,75,2026-01-11,3505.24
1164,159,2026-01-11,449.19
1165,65,2026-01-11,4660.070000000001
1166,89,2026-01-11,418.41
1167,219,2026-01-11,977.45
1168,252,2026-01-11,4828.7699999999995
1169,216,2026-01-11,2721.8100000000004
1170,210,2026-01-11,5554.48
1171,207,2026-01-11,6399.0199999999995
1172,49,2026-01-11,303.68
1173,163,2026-01-11,2616.17
1174,132,2026-01-11,155.01
1175,274,2026-01-11,1493.15
1176,70,2026-01-11,516.0799999999999
1177,174,2026-01-11,3011.3900000000003
1178,216,2026-01-11,2244.75
1179,73,2026-01-11,1579.1
1180,149,2026-01-11,3051.0299999999997
1181,228,2026-01-11,18.48
1182,139,2026-01-11,536.7
1183,87,2026-01-11,4015.5200000000004
1184,100,2026-01-11,5859.659999999999
1185,221,2026-01-11,7161.610000000001
1186,9,2026-01-11,1841.09
1187,274,2026-01-11,939.84
1188,101,2026-01-11,448.78
1189,63,2026-01-11,1490.12
1190,24,2026-01-11,3376.0099999999998
1191,130,2026-01-11,1828.07
1192,196,2026-01-11,3798.82
1193,215,2026-01-11,1738.91
1194,103,2026-01-11,2644.5699999999997
1195,193,2026-01-11,2415.72
1196,48,2026-01-11,4591.87
1197,132,2026-01-11,57.0
1198,122,2026-01-11,1919.18
1199,262,2026-01-11,1362.5099999999998
1200,259,2026-01-11,2523.6
1201,126,2026-01-11,968.7900000000001
1202,121,2026-01-11,3590.53
1203,190,2026-01-11,1456.6599999999999
1204,294,2026-01-11,1622.78
1205,222,2026-01-11,3955.27
1206,148,2026-01-11,2920.18
1207,287,2026-01-11,3986.57
1208,263,2026-01-11,3308.21
1209,20,2026-01-11,1359.5
1210,144,2026-01-11,2375.1499999999996
1211,98,2026-01-11,2009.04
1212,128,2026-01-11,2940.76
1213,171,2026-01-11,4073.0999999999995
1214,35,2026-01-11,2856.58
1215,188,2026-01-11,248.89
1216,207,2026-01-11,895.8000000000001
1217,45,2026-01-11,3217.11
1218,194,2026-01-11,3756.49
1219,252,2026-01-11,1602.6999999999998
1220,91,2026-01-11,3705.98
1221,29,2026-01-11,1648.47
1222,77,2026-01-11,2566.5899999999997
1223,198,2026-01-11,1384.8400000000001
1224,187,2026-01-11,333.81
1225,106,2026-01-11,1485.08
1226,179,2026-01-11,397.59999999999997
1227,227,2026-01-11,1434.88
1228,261,2026-01-11,5849.550000000001
1229,154,2026-01-11,1141.4299999999998
1230,286,2026-01-11,4726.52
1231,23,2026-01-11,1294.28
1232,223,2026-01-11,990.4399999999999
1233,186,2026-01-11,824.8599999999999
1234,117,2026-01-11,2017.35
1235,173,2026-01-11,587.52
1236,277,2026-01-11,1581.14
1237,137,2026-01-11,2721.72
1238,24,2026-01-11,1158.42
1239,64,2026-01-11,4095.3599999999997
1240,103,2026-01-11,1545.22
1241,132,2026-01-11,2836.11
1242,99,2026-01-11,1539.8700000000001
1243,19,2026-01-11,3094.75
1244,198,2026-01-11,1937.8
1245,231,2026-01-11,1086.2800000000002
1246,257,2026-01-11,2012.22
1247,190,2026-01-11,1387.35
1248,1,2026-01-11,2329.7000000000003
1249,171,2026-01-11,4343.63
1250,279,2026-01-11,84.74
1251,13,2026-01-11,4820.820000000001
1252,30,2026-01-11,5564.0599999999995
1253,92,2026-01-11,3163.35
1254,106,2026-01-11,5757.959999999999
1255,63,2026-01-11,1481.1
1256,97,2026-01-11,3136.8799999999997
1257,77,2026-01-11,1596.78
1258,90,2026-01-11,4985.78
1259,32,2026-01-11,4184.01
1260,168,2026-01-11,2881.47
1261,14,2026-01-11,3554.73
1262,255,2026-01-11,2196.12
1263,165,2026-01-11,4203.86
1264,10,2026-01-11,1906.01
1265,110,2026-01-11,1601.62
1266,52,2026-01-11,4144.33
1267,57,2026-01-11,3552.3999999999996
1268,3,2026-01-11,3545.37
1269,270,2026-01-11,4366.9
1270,162,2026-01-11,626.88
1271,147,2026-01-11,3416.1099999999997
1272,265,2026-01-11,4956.44
1273,153,2026-01-11,5933.24
1274,132,2026-01-11,630.25
1275,117,2026-01-11,661.6099999999999
1276,298,2026-01-11,5009.990000000001
1277,290,2026-01-11,1966.69
1278,245,2026-01-11,1765.06
1279,57,2026-01-11,4470.780000000001
1280,272,2026-01-11,975.68
1281,270,2026-01-11,1878.29
1282,256,2026-01-11,2995.08
1283,86,2026-01-11,3418.81
1284,67,2026-01-11,3348.4
1285,77,2026-01-11,1171.71
1286,43,2026-01-11,1940.31
1287,269,2026-01-11,3967.44
1288,115,2026-01-11,2515.1
1289,243,2026-01-11,3151.25
1290,52,2026-01-11,3888.09
1291,204,2026-01-11,2143.0299999999997
1292,277,2026-01-11,4822.51
1293,268,2026-01-11,5147.09
1294,188,2026-01-11,2072.38
1295,64,2026-01-11,3000.23
1296,88,2026-01-11,4479.95
1297,275,2026-01-11,29.48
1298,291,2026-01-11,357.52
1299,130,2026-01-11,808.24
1300,238,2026-01-11,6108.78
1301,20,2026-01-11,3997.6499999999996
1302,96,2026-01-11,308.46
1303,193,2026-01-11,5976.74
1304,71,2026-01-11,2535.05
1305,199,2026-01-11,2674.9299999999994
1306,42,2026-01-11,2472.4500000000003
1307,182,2026-01-11,3263.4900000000002
1308,123,2026-01-11,4647.81
1309,199,2026-01-11,5218.29
1310,216,2026-01-11,3889.1699999999996
1311,115,2026-01-11,5442.379999999999
1312,230,2026-01-11,321.65
1313,8,2026-01-11,44.24
1314,239,2026-01-11,1452.3700000000001
1315,290,2026-01-11,2000.5400000000002
1316,217,2026-01-11,119.28999999999999
1317,259,2026-01-11,3804.9300000000003
1318,111,2026-01-11,1609.5
1319,82,2026-01-11,5919.65
1320,41,2026-01-11,1909.94
1321,259,2026-01-11,362.86
1322,234,2026-01-11,1333.92
1323,62,2026-01-11,3710.16
1324,118,2026-01-11,3487.23
1325,119,2026-01-11,982.5300000000001
1326,191,2026-01-11,2838.52
1327,145,2026-01-11,3817.93
1328,68,2026-01-11,3352.23
1329,89,2026-01-11,858.72
1330,292,2026-01-11,5979.490000000001
1331,14,2026-01-11,1543.26
1332,131,2026-01-11,2983.0
1333,216,2026-01-11,7927.58
1334,73,2026-01-11,1219.7
1335,281,2026-01-11,3644.48
1336,263,2026-01-11,103.59
1337,88,2026-01-11,518.6
1338,31,2026-01-11,1486.5
1339,88,2026-01-11,1093.32
1340,119,2026-01-11,3260.4300000000003
1341,146,2026-01-11,611.2
1342,259,2026-01-11,3340.57
1343,36,2026-01-11,1248.17
1344,288,2026-01-11,4524.09
1345,52,2026-01-11,1728.15
1346,18,2026-01-11,188.76
1347,76,2026-01-11,1289.94
1348,267,2026-01-11,4816.66
1349,263,2026-01-11,5138.83
1350,263,2026-01-11,3058.68
1351,71,2026-01-11,4175.2699999999995
1352,293,2026-01-11,1593.06
1353,95,2026-01-11,1301.84
1354,59,2026-01-11,2079.92
1355,239,2026-01-11,1693.04
1356,249,2026-01-11,1040.17
1357,288,2026-01-11,4355.4400000000005
1358,42,2026-01-11,2295.96
1359,126,2026-01-11,2840.33
1360,214,2026-01-11,2020.6
1361,197,2026-01-11,2050.63
1362,215,2026-01-11,1468.3999999999999
1363,92,2026-01-11,6793.52
1364,178,2026-01-11,5776.389999999999
1365,277,2026-01-11,2260.66
1366,236,2026-01-11,2329.48
1367,225,2026-01-11,2413.6699999999996
1368,153,2026-01-11,3631.86
1369,50,2026-01-11,1672.4299999999998
1370,270,2026-01-11,1560.8899999999999
1371,269,2026-01-11,2497.0600000000004
1372,85,2026-01-11,3300.1299999999997
1373,211,2026-01-11,314.72
1374,39,2026-01-11,2186.9700000000003
1375,18,2026-01-11,4846.08
1376,283,2026-01-11,2912.42
1377,18,2026-01-11,2127.65
1378,152,2026-01-11,196.29999999999998
1379,76,2026-01-11,2736.55
1380,178,2026-01-11,3513.6
1381,80,2026-01-11,939.2
1382,277,2026-01-11,67.2
1383,145,2026-01-11,3739.46
1384,253,2026-01-11,1050.33
1385,141,2026-01-11,1441.2000000000003
1386,209,2026-01-11,1315.3500000000001
1387,28,2026-01-11,1563.27
1388,229,2026-01-11,465.01
1389,201,2026-01-11,196.67
1390,208,2026-01-11,1862.1399999999999
1391,77,2026-01-11,59.75
1392,120,2026-01-11,5964.67
1393,259,2026-01-11,1899.08
1394,23,2026-01-11,1992.2200000000003
1395,281,2026-01-11,7124.660000000001
1396,141,2026-01-11,2508.7999999999997
1397,178,2026-01-11,4837.27
1398,139,2026-01-11,1867.47
1399,234,2026-01-11,1881.68
1400,202,2026-01-11,243.08
1401,155,2026-01-11,3842.4500000000003
1402,160,2026-01-11,2478.34
1403,219,2026-01-11,5101.23
1404,14,2026-01-11,1243.21
1405,118,2026-01-11,889.72
1406,135,2026-01-11,3993.7599999999998
1407,41,2026-01-11,1458.1
1408,214,2026-01-11,989.35
1409,225,2026-01-11,963.2600000000001
1410,61,2026-01-11,2313.9599999999996
1411,166,2026-01-11,1513.71
1412,99,2026-01-11,4990.48
1413,89,2026-01-11,4927.88
1414,202,2026-01-11,2257.92
1415,194,2026-01-11,3982.2200000000003
1416,176,2026-01-11,4602.43
1417,154,2026-01-11,3382.0699999999997
1418,274,2026-01-11,3426.22
1419,200,2026-01-11,1216.6
1420,66,2026-01-11,6714.82
1421,153,2026-01-11,2810.32
1422,82,2026-01-11,3323.2700000000004
1423,206,2026-01-11,1725.52
1424,175,2026-01-11,2635.1400000000003
1425,35,2026-01-11,2374.95
1426,210,2026-01-11,3124.75
1427,153,2026-01-11,1135.85
1428,6,2026-01-11,2845.7000000000003
1429,127,2026-01-11,2869.05
1430,210,2026-01-11,4203.379999999999
1431,79,2026-01-11,4401.59
1432,230,2026-01-11,4181.46
1433,280,2026-01-11,106.00999999999999
1434,138,2026-01-11,939.26
1435,67,2026-01-11,3487.02
1436,236,2026-01-11,2054.6800000000003
1437,269,2026-01-11,2628.4900000000002
1438,182,2026-01-11,948.82
1439,297,2026-01-11,4857.49
1440,30,2026-01-11,6242.05
1441,184,2026-01-11,5297.61
1442,188,2026-01-11,551.5
1443,291,2026-01-11,1081.04
1444,3,2026-01-11,4957.719999999999
1445,244,2026-01-11,2348.4
1446,45,2026-01-11,2610.72
1447,206,2026-01-11,423.68
1448,135,2026-01-11,3483.93
1449,110,2026-01-11,4072.1200000000003
1450,205,2026-01-11,2678.3
1451,115,2026-01-11,2584.16
1452,100,2026-01-11,5274.410000000001
1453,141,2026-01-11,1622.98
1454,171,2026-01-11,4253.97
1455,124,2026-01-11,4536.34
1456,257,2026-01-11,643.3
1457,43,2026-01-11,3116.3999999999996
1458,132,2026-01-11,870.1
1459,23,2026-01-11,603.38
1460,141,2026-01-11,2623.7700000000004
1461,279,2026-01-11,1632.3700000000001
1462,188,2026-01-11,2416.8500000000004
1463,168,2026-01-11,205.36
1464,11,2026-01-11,528.61
1465,28,2026-01-11,1554.6899999999998
1466,25,2026-01-11,3537.9399999999996
1467,213,2026-01-11,2273.04
1468,216,2026-01-11,483.4
1469,98,2026-01-11,5613.53
1470,58,2026-01-11,3865.95
1471,201,2026-01-11,106.13
1472,14,2026-01-11,1126.23
1473,273,2026-01-11,3706.8999999999996
1474,239,2026-01-11,1075.69
1475,286,2026-01-11,41.39
1476,104,2026-01-11,346.69
1477,40,2026-01-11,3104.1099999999997
1478,284,2026-01-11,1003.79
1479,75,2026-01-11,3152.3900000000003
1480,4,2026-01-11,3664.6400000000003
1481,112,2026-01-11,6728.179999999999
1482,281,2026-01-11,1442.45
1483,284,2026-01-11,1803.9099999999999
1484,239,2026-01-11,5064.56
1485,173,2026-01-11,6255.580000000001
1486,274,2026-01-11,2841.53
1487,196,2026-01-11,7654.79
1488,104,2026-01-11,4087.3900000000003
1489,97,2026-01-11,2373.03
1490,209,2026-01-11,2225.34
1491,69,2026-01-11,175.06
1492,169,2026-01-11,1887.3600000000001
1493,131,2026-01-11,3588.06
1494,38,2026-01-11,995.46
1495,209,2026-01-11,476.90999999999997
1496,155,2026-01-11,1622.9199999999998
1497,15,2026-01-11,408.84
1498,31,2026-01-11,1882.2800000000002
1499,249,2026-01-11,3691.2300000000005
1500,217,2026-01-11,1175.24
1501,262,2026-01-11,2006.8600000000001
1502,79,2026-01-11,795.31
1503,50,2026-01-11,2493.7999999999997
1504,151,2026-01-11,6994.099999999999
1505,188,2026-01-11,1177.74
1506,89,2026-01-11,326.48
1507,234,2026-01-11,2948.77
1508,191,2026-01-11,1175.48
1509,143,2026-01-11,461.28
1510,172,2026-01-11,3267.5
1511,29,2026-01-11,2506.06
1512,246,2026-01-11,1368.66
1513,97,2026-01-11,816.64
1514,101,2026-01-11,5432.23
1515,232,2026-01-11,707.6
1516,257,2026-01-11,2944.25
1517,107,2026-01-11,2281.26
1518,244,2026-01-11,1202.85
1519,87,2026-01-11,2389.8
1520,13,2026-01-11,1485.82
1521,61,2026-01-11,696.72
1522,75,2026-01-11,3086.6699999999996
1523,80,2026-01-11,752.52
1524,284,2026-01-11,614.96
1525,297,2026-01-11,3590.8
1526,145,2026-01-11,1603.5100000000002
1527,117,2026-01-11,2167.38
1528,287,2026-01-11,3167.68
1529,108,2026-01-11,371.69
1530,49,2026-01-11,692.13
1531,182,2026-01-11,1986.4
1532,140,2026-01-11,5740.53
1533,262,2026-01-11,3241.8900000000003
1534,91,2026-01-11,1952.61
1535,101,2026-01-11,3584.92
1536,283,2026-01-11,2183.7400000000002
1537,271,2026-01-11,2004.11
1538,4,2026-01-11,2259.86
1539,190,2026-01-11,3787.15
1540,76,2026-01-11,3932.21
1541,50,2026-01-11,2690.5600000000004
1542,95,2026-01-11,1135.8999999999999
1543,263,2026-01-11,1992.63
1544,203,2026-01-11,192.0
1545,47,2026-01-11,5475.320000000001
1546,18,2026-01-11,4201.87
1547,58,2026-01-11,1581.18
1548,86,2026-01-11,4047.2400000000002
1549,150,2026-01-11,6049.57
1550,16,2026-01-11,5345.7300000000005
1551,195,2026-01-11,1777.33
1552,27,2026-01-11,1862.0
1553,96,2026-01-11,2055.7
1554,282,2026-01-11,61.9
1555,47,2026-01-11,1520.2
1556,132,2026-01-11,3259.1899999999996
1557,215,2026-01-11,4029.3499999999995
1558,213,2026-01-11,2131.32
1559,281,2026-01-11,4040.83
1560,54,2026-01-11,1806.3500000000001
1561,219,2026-01-11,1307.7
1562,261,2026-01-11,3549.52
1563,231,2026-01-11,4475.0
1564,144,2026-01-11,233.54999999999998
1565,153,2026-01-11,1402.88
1566,16,2026-01-11,6046.240000000001
1567,154,2026-01-11,2028.3899999999999
1568,98,2026-01-11,3367.14
1569,127,2026-01-11,3740.58
1570,102,2026-01-11,1188.26
1571,160,2026-01-11,4272.71
1572,66,2026-01-11,5921.609999999999
1573,92,2026-01-11,5869.5199999999995
1574,102,2026-01-11,1966.5
1575,275,2026-01-11,2450.4700000000003
1576,209,2026-01-11,3700.8799999999997
1577,56,2026-01-11,1288.6000000000001
1578,12,2026-01-11,3143.75
1579,68,2026-01-11,3007.01
1580,216,2026-01-11,3111.2999999999997
1581,154,2026-01-11,1805.4700000000003
1582,77,2026-01-11,4549.09
1583,259,2026-01-11,1688.07
1584,181,2026-01-11,1091.5
1585,212,2026-01-11,2157.51
1586,120,2026-01-11,3258.75
1587,254,2026-01-11,152.7
1588,286,2026-01-11,4520.75
1589,19,2026-01-11,4955.54
1590,35,2026-01-11,884.1
1591,189,2026-01-11,4486.45
1592,147,2026-01-11,2786.63
1593,31,2026-01-11,3867.55
1594,19,2026-01-11,2974.54
1595,287,2026-01-11,2584.1700000000005
1596,94,2026-01-11,950.6999999999999
1597,27,2026-01-11,4353.49
1598,111,2026-01-11,4256.81
1599,121,2026-01-11,4492.099999999999
1600,172,2026-01-11,3724.82
1601,41,2026-01-11,416.46
1602,208,2026-01-11,3268.0
1603,285,2026-01-11,2767.26
1604,109,2026-01-11,4450.450000000001
1605,91,2026-01-11,5831.84
1606,174,2026-01-11,2481.12
1607,125,2026-01-11,2936.5299999999997
1608,167,2026-01-11,4359.58
1609,135,2026-01-11,630.4000000000001
1610,123,2026-01-11,1646.3000000000002
1611,104,2026-01-11,2292.35
1612,35,2026-01-11,3562.67
